Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,OperatingSystems,Browser,Region,TrafficType,Weekend,Month_Aug,Month_Dec,Month_Feb,Month_Jul,Month_June,Month_Mar,Month_May,Month_Nov,Month_Oct,Month_Sep,VisitorType_New_Visitor,VisitorType_Other,VisitorType_Returning_Visitor,Revenue_int
9,378.44508200827346,6,941.6214379232321,141,7379.786150189343,0.004361739645897486,0.01977230010544267,3.0602142945738677,0.0,2,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,738.0455854922311,0,0.0,16,1221.1622633825211,0.0,0.019819331265643243,18.53425934141096,0.0,2,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4.0,0,0.0,18,631.6666667,0.0,0.027777778,56.32466667,0.0,2,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0,0.0,0,0.0,28,2329.3746544537153,0.001961629775018906,0.014963354022738795,14.377226050764834,0.0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0.0,1,14.0,34,3900.428571,0.035714286,0.078938839,0.0,0.6,1,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.0,1,144.87492679376868,132,4608.904268977684,0.0020792030204322774,0.018422260896743238,0.0,0.0,1,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0,0.0,2,31.0,3,47.0,0.04,0.08,0.0,0.0,1,1,6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5,224.75,0,0.0,10,235.4166667,0.015384615,0.030769231,0.0,0.0,1,1,8,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0.0,0,0.0,26,1069.994437136717,0.0,0.007712801597096328,57.539721661223425,0.0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,54.25478485605032,1,23.766780145697957,24,1050.2039181491068,0.013635559573053468,0.027223895896065598,18.89998359885717,0.0,2,2,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0.0,0,0.0,2,252.8,0.0,0.1,0.0,0.0,2,5,9,13,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5,2156.166667,2,92.0,15,463.0,0.036363636,0.042207792,0.0,0.0,1,2,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7,56.5,0,0.0,96,4803.82717,0.012794613,0.02630097,0.0,0.0,3,2,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,34.08475790616396,0,0.0,35,1464.1880288111204,0.0025618038652683826,0.014185176849890216,0.3341561994820037,0.0,3,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0,0,0.0,2,96.0,0.0,0.05,0.0,0.0,2,4,3,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0.0,0,0.0,10,158.3666667,0.0,0.0,54.9950922,0.0,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1,36.824647455440214,0,6.91963480654822,22,1286.5126333792175,0.0,0.0020546816982284894,76.362764422293,0.0,2,2,7,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1,310.0,3,407.0,176,7767.32556,0.006045198,0.019212627,8.845689534,0.0,2,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9,304.2603262453869,3,355.38935107437544,39,1303.334429748312,0.010181843694167726,0.012370590324575563,28.318390288537394,0.0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0.0,0,0.0,37,731.7756198799777,0.010542385994188955,0.03235502787707353,1.2737604511469551,0.0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,191.9792965243337,0,0.0,11,216.73862461375944,0.0,0.012734871598393186,40.26925727556792,0.0,1,1,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6,93.3,0,0.0,70,2678.055238,0.0,0.005868545,0.0,0.0,2,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0.0,0,0.0,14,417.3976585686234,0.0,0.016792311008583156,11.190172819126001,0.0,3,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6,135.65,0,0.0,40,1589.27381,0.0,0.020767196,0.0,0.0,4,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0.0,0,0.0,6,66.25,0.0,0.066666667,0.0,0.0,2,2,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2,50.599327491655544,0,2.9119799713904477,18,547.4977312969073,0.0,0.016268482467347516,15.422505786397366,0.0,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
9,133.04363917659046,2,105.41638207301656,149,5384.778469872291,0.004289278417626246,0.014264808692224362,22.85937796337867,0.0,2,2,3,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0,0.0,0,4.411649000534858,15,1132.219970358016,0.0033170293900510045,0.009415827846253257,27.325736545079597,0.0,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,10.984987840666175,0,0.0,20,353.13490147499755,0.0,0.0073675648888331,0.547169892031174,0.0,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,20.605124483340276,0,0.0,89,3461.5933914453276,0.0012620069512161295,0.010179083723256654,0.0,0.0,3,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,4,2,1,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,52.49612082015807,0,0.0,80,3430.829113241976,0.004469988845001428,0.021170028191325355,3.4872440941774805,0.0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0.0,1,12.0,22,1668.95,0.0,0.00952381,12.18867006,0.0,2,2,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2,61.39189932469121,0,0.0,18,381.60360030013726,0.04088607771782163,0.05680872098391208,8.343433188598512,0.0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0.0,0,0.0,17,1356.0,0.0,0.035294118,0.0,0.6,4,1,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.0,2,50.5,95,4379.863158,0.006314433,0.033908935,0.0,0.0,2,2,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,8.652035395321048,2,59.65350719931881,42,2721.813434990072,0.005963182018954501,0.01734176086203108,11.467244126876132,0.0,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1,26.2,0,0.0,4,106.8,0.0,0.04,36.66178288,0.0,2,2,2,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
0,10.305383277169184,0,21.510023050423214,120,5180.510294418283,0.0034353418212512577,0.026510616547512227,3.5506058952042814,0.0,2,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0,0.0,0,0.0,2,135.0,0.0,0.1,0.0,0.0,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6,192.14269432358614,1,59.24246922290372,23,678.604645071255,0.0,0.00717816226088352,22.522600624682905,0.0,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3,64.5,0,0.0,17,269.6833333,0.0,0.003703704,0.0,0.0,2,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0.0,0,0.0,18,689.6666667,0.023529412,0.030392157,0.0,0.0,2,2,7,6,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3,74.0,2,26.0,53,893.5111111,0.003571429,0.005357143,44.61199852,0.0,1,1,4,9,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
5,138.47137321381996,1,1035.9572391877748,141,8779.711958633341,0.007027079978170593,0.01614123399919295,21.10537464801577,0.0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0.0,0,0.0,8,480.08013352710964,0.0,0.028313856938917123,14.395921591976228,0.0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
23,239.7445344,3,624.6,409,9100.402959,0.004301075,0.015934735,6.277683942,0.0,2,2,1,13,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,6.0,1,7.0,25,591.8928571,0.0,0.020833333,165.6204667,0.0,1,1,8,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
6,349.7378463694806,0,0.0,11,600.3781091939982,0.0,0.009393118567763165,3.3558736914084477,0.0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,94.0,0,0.0,9,501.5,0.06,0.106666667,0.0,0.8,3,2,8,13,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2,65.56645851798474,0,0.0,25,1233.2336216086928,0.0,0.010556885683409276,140.96819103908462,0.0,2,2,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,6.332698352103084,0,34.478024361450125,19,2461.4294393119967,0.008467624406052192,0.027760373633319797,22.346306339965242,0.0,2,2,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0.0,0,0.0,10,865.0370761063217,0.0,0.0007134099766331643,118.73787664697467,0.0,2,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,504.93077653739385,2,165.00638511493747,61,2690.2530342242776,0.005549540273370796,0.01668173709637087,14.26035974443522,0.0,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,151.45056034217254,0,0.0,9,421.0277767230421,0.0012875957739055851,0.03428386792350101,28.929183744673093,0.0,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7,150.375,0,0.0,7,219.5833333,0.0,0.018181818,0.0,0.0,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0.0,0,0.0,31,641.6558915,0.0,0.005376344,60.04472938,0.0,1,1,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
5,184.5891524454612,0,15.249126682642995,119,3767.08533468685,0.009110726145576793,0.021940271405267636,4.624678502376385,0.0,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0.0,0,0.0,6,579.0,0.0,0.033333333,0.0,0.0,1,1,7,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0.0,0,0.0,7,42.0,0.057142857,0.085714286,0.0,0.0,2,4,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0.0,0,0.0,20,641.8144930718518,0.0,0.01606709107609619,82.66433431128783,0.0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,8,2,9,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,43.0,0,0.0,36,2362.5,0.0,0.016190476,0.0,0.6,2,5,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4,228.72,0,0.0,4,154.9,0.0,0.008333333,0.0,0.0,1,8,1,11,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0.0,0,0.0,23,533.7,0.0,0.021532091,0.0,0.0,1,1,3,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
9,904.5833333,4,83.5,132,4096.15859,0.012738095,0.022973065,8.960747931,0.0,3,2,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0,0.0,0,0.0,3,75.3204091565262,0.01706974151015219,0.033736408254106065,0.0,0.0,1,1,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,57,1384.5,0.010344828,0.034482759,0.0,0.0,2,2,3,13,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.0,0,0.0,35,889.209759087799,0.0052041181637773205,0.02312475520030413,8.67186103134227,0.1821441266249999,2,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,4.070511323733001,0,0.0,24,893.3190861474496,0.0,0.01245462821390291,34.20944749604825,0.0,2,2,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,161.52215322085033,0,0.0,32,1156.0197229997327,0.0004684134231190297,0.01863941868690967,40.81918239023322,0.0,1,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,206.51488603506866,0,0.0,26,1181.1348292268524,0.0,0.012985508041769879,46.548727998703384,0.0,2,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,61.5,2,10.0,13,210.0,0.0125,0.03125,0.0,0.0,3,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,67.5,0,0.0,7,393.5,0.0,0.025,0.0,0.0,2,2,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4,27.0,0,0.0,42,601.7666667,0.0,0.004545455,0.0,0.0,2,5,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,30.5,0,0.0,23,422.730303,0.008333333,0.0125,0.0,0.0,2,2,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,9.672111287484192,0,0.0,14,663.665624668614,0.0,0.0013004518402791054,43.65813310040244,0.0,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0.0,0,0.0,48,1510.383333,0.008510638,0.030927052,16.61211742,0.0,2,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.0,0,0.0,33,1489.5835724026047,0.0034131836381799275,0.02567523238585227,1.7436212218099643,0.0,2,2,5,10,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2,83.0,0,0.0,15,630.0,0.0,0.003333333,42.23025869,0.0,4,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,23.2,0,0.0,30,964.4666667,0.0,0.003571429,51.03362522,0.0,2,2,5,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
0,0.0,0,0.0,10,953.659842031502,0.0,0.011237921311592626,92.62603509341191,0.0,2,2,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0.0,0,0.0,17,472.9,0.0125,0.025,0.0,0.0,3,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0.0,0,0.0,4,124.0,0.0,0.025,0.0,0.0,3,2,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3,48.5,0,0.0,10,138.1666667,0.0,0.015384615,0.0,0.0,2,2,1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4,53.0,0,0.0,70,2720.7,0.017506494,0.031513142,4.858842857,0.0,3,2,1,13,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6,1013.886667,1,378.8,8,230.28,0.0,0.02254902,13.86451214,0.0,2,2,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8,250.90154344299538,1,17.495659145242318,49,1091.619154704392,0.011761544694224515,0.02260255385371971,8.777265201449621,0.0,2,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,176.97019435081256,0,0.0,15,281.5906551068345,0.010678177903578619,0.031684005204682175,20.022333574000232,0.0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0.0,0,0.0,16,1062.666667,0.0,0.0125,54.56704868,0.0,4,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
4,69.10193274963152,1,8.185307550450709,56,1710.9450027444934,0.0006491380192408236,0.009433532405279766,6.2285273648053145,0.0,2,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0.0,0,0.0,44,441.7916667,0.004545455,0.018181818,0.0,0.0,4,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5,176.75059984501442,4,151.72198204910768,49,2992.297598772198,0.016268108449895197,0.03459915584864205,6.110010401419353,0.0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,26.0,0,0.0,11,345.1666667,0.022222222,0.008888889,0.0,0.0,1,1,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.0,0,0.0,4,64.0,0.0,0.05,0.0,0.4,2,5,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8,113.67842348643498,1,49.59629694660409,147,5388.363105235901,0.005244808121442067,0.01856166122711336,7.2655215136711995,0.0,2,3,3,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0,0.0,0,0.0,8,726.3129856472975,0.0,0.011513955221446003,79.16009188175279,0.0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,232.42280991273645,1,49.6426757170854,77,2268.9594117326387,0.0007221304873731864,0.007414989388681833,1.6042560097244065,0.0,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6,94.1,0,0.0,92,4212.141886,0.008333333,0.021875,6.664927724,0.0,1,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
9,153.69589385379416,3,318.6172905700775,65,1989.3053320942545,0.004324259928902528,0.01730688293658616,13.859793018617264,0.0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,32.0,0,0.0,9,455.0,0.0,0.022222222,18.65333333,0.0,2,2,8,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0,0.0,0,0.0,10,249.0,0.04,0.064,0.0,0.0,1,1,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5,131.995614,0,0.0,35,1712.833333,0.0,0.000263158,0.0,0.4,2,2,3,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,73.0,0,0.0,32,593.0,0.0,0.013541667,0.0,0.0,2,2,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
14,184.1556741,7,360.1666667,127,3418.696975,0.003900709,0.013700977,2.136325585,0.0,3,2,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0.0,0,0.0,12,505.3333333,0.083333333,0.123412698,0.0,0.4,2,2,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7,405.55,1,23.53333333,21,568.9633333,0.0,0.001282051,0.0,0.0,3,2,6,20,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0.0,3,12.0,21,330.0,0.069565217,0.091304348,0.0,0.0,2,2,4,13,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0.0,1,55.0,38,1377.409524,0.000877193,0.018859649,0.0,0.0,2,2,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,76.0,0,0.0,37,821.3333333,0.0,0.014285714,0.0,0.0,2,2,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6,580.3333333,0,0.0,43,1326.107143,0.018367347,0.018160173,0.0,0.0,1,1,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
3,95.28296663323142,0,0.0,111,1669.4701893144686,0.0008311098626933903,0.011788302873041955,12.24678565364935,0.0,1,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,31.0,0,0.0,88,5321.441032,0.016853933,0.019314057,25.74700712,0.0,3,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
7,271.3333333,0,0.0,54,3510.416667,0.003571429,0.010714286,9.865125,0.0,2,2,4,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
3,62.75241096260591,0,0.0,5,48.44063856434976,0.0,0.02339571855926013,26.467762401473305,0.0,4,6,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,277.899218338347,2,108.5932825682478,229,9955.528502849094,0.00500665309120859,0.017561352557002453,6.858354251280207,0.0,2,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0,0.0,0,0.0,17,364.5416667,0.0,0.041666667,0.0,0.0,3,2,8,13,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5,137.9131917724369,1,11.853244232514921,37,911.6808702969549,0.007634939771626432,0.014766399398648574,10.745572423782981,0.0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,69.84483806103012,0,0.0,16,439.89676122060246,0.0,0.020775809694849382,24.870598329328256,0.0,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5,108.55026657706595,0,0.0,22,515.7374860036726,0.0,0.01305381268422629,10.19009983513233,0.0,2,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0.0,0,0.0,3,105.0,0.0,0.033333333,0.0,0.0,3,2,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,64.0,0,0.0,54,1155.033333,0.001282051,0.003974359,0.0,0.0,4,2,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.0,0,0.0,25,1069.222768786488,0.0,0.008216928968024305,57.22667722718789,0.0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,97.12897550690175,0,0.0,20,630.8188012233875,0.007262180522968627,0.01134190450127282,29.034719923446538,0.0,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,52.4,0,0.0,16,176.1,0.0,0.011764706,0.0,0.0,1,1,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.0,0,0.0,13,430.232359450236,0.0,0.017275481200578913,83.29233280744275,0.0,1,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,117.02539159435686,2,58.57571408382721,50,1862.490611846447,0.006724614785443232,0.019202022356736563,11.809477035976478,0.0,2,2,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,5.266667969844935,0,0.0,45,1536.8088902749025,0.0008712435803437781,0.027383052272573503,4.296025728512355,0.0,2,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1,56.0,0,0.0,17,831.3888889,0.033333333,0.059259259,0.0,0.0,3,2,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,2.0926435228913505,0,0.0,57,2749.930919122023,0.000561111398759485,0.022811977000458884,0.5789844572037435,0.0,2,2,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
9,398.94129765242803,0,0.0,31,903.9875258588733,0.0,0.010571188052423686,6.649228929237976,0.0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,28.499900879959977,0,0.0,25,1810.6531511543778,0.0,0.00993752900788383,4.703737251824247,0.0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,28.632333836813928,2,202.0206237806744,27,680.3335398511972,0.006604866458808109,0.022943223916454897,6.243720509925636,0.0,2,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,3.0810374439305717,0,0.0,11,606.4819468127162,0.006041249950472444,0.02990995840463686,53.32687171446024,0.0,2,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,229.46215897011754,1,51.403218466966536,46,1132.129765287195,0.0,0.017414344685815764,12.886083881845844,0.0,2,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,3,2,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,32.33333333,1,56.0,62,2414.9,0.0,0.002222222,30.4615873,0.0,2,2,9,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
9,183.3,2,34.0,45,2904.922294,0.0,0.011870748,0.0,0.0,1,1,1,8,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0.0,0,0.0,5,90.66666667,0.04,0.12,0.0,0.0,2,2,6,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3,115.125,0,0.0,46,909.522619,0.004255319,0.020449173,0.0,0.0,2,2,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9,233.5,2,102.0,81,2477.666667,0.001149425,0.011954023,0.0,0.0,2,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
5,68.0,2,9.0,32,1195.583333,0.01981982,0.036486486,32.0201901,0.0,2,5,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,3,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0.0,0,0.0,6,119.38181837677487,0.01603329760959951,0.03210131080530757,8.563156531963985,0.0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0.0,0,0.0,10,445.63822645329407,0.0,0.019214112832088858,15.39058502486378,0.0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,164.3684867555846,4,100.2301551581227,47,2991.02399451303,0.015885649616225572,0.03593464966407185,7.004707281832248,0.0,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,2,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0.0,0,0.0,8,852.776318712938,0.0,0.0272988765371615,40.52117058341342,0.3862112118977866,2,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,117.80645340178344,0,0.0,14,274.8283809744596,0.0062824789325770436,0.018324450797705522,74.52575440213494,0.0,1,1,1,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1,74.416482461293,0,12.308315398452216,92,3350.0500420078233,0.0025351358987287954,0.016129297202241405,0.0,0.0,2,2,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2,182.4,0,0.0,27,1165.944762,0.0,0.007407407,0.0,0.0,2,4,6,11,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3,52.16666667,3,110.75,65,2019.769468,0.002941176,0.017081105,3.277744575,0.0,1,1,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4,94.79983756490385,2,57.64395679507174,74,3731.563377571951,0.0017903241371717766,0.008593124103821686,15.211117090427262,0.0,2,2,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,81.6,0,0.0,42,2017.520714,0.0,0.023696145,0.0,0.0,2,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9,1229.018251561247,0,0.0,38,1221.926563950938,0.0,0.010969885820457706,64.70026843147414,0.0,2,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,111.73736559733146,0,0.0,22,1240.578364800525,0.006818872993983112,0.02525850525179503,31.086142631797753,0.0,1,1,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0,0.0,0,0.0,28,403.8333333,0.017857143,0.029829932,0.0,0.0,1,1,6,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0.0,0,0.0,22,347.7255676847872,0.020134676362360958,0.03871879691808102,5.835590770102074,0.0,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,50.5,1,7.0,27,916.9222222,0.0,0.009677419,0.0,0.0,1,2,1,8,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
5,213.3704685343716,0,0.0,8,312.43767112835866,0.0,0.01234895139269948,94.2528952679191,0.0,6,9,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,464.5,0,0.0,9,635.7238095,0.0,0.002777778,0.0,0.0,1,1,3,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,2.0039167753219473,0,0.0,15,215.0914130374384,0.005415034676949189,0.06338236583764241,0.0,0.0,2,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
